Estacion,Anio,Hora,Ruido_dB
Ñuñoa,2025,00:00,47.5
Ñuñoa,2025,01:00,45.9
Ñuñoa,2025,02:00,45.6
Ñuñoa,2025,03:00,45.5
Ñuñoa,2025,04:00,45.5
Ñuñoa,2025,05:00,46
Ñuñoa,2025,06:00,49.2
Ñuñoa,2025,07:00,54.9
Ñuñoa,2025,08:00,55.5
Ñuñoa,2025,09:00,54.9
Ñuñoa,2025,10:00,54.9
Ñuñoa,2025,11:00,55.7
Ñuñoa,2025,12:00,55.4
Ñuñoa,2025,13:00,55.6
Ñuñoa,2025,14:00,55.4
Ñuñoa,2025,15:00,55.5
Ñuñoa,2025,16:00,55.1
Ñuñoa,2025,17:00,54.7
Ñuñoa,2025,18:00,54.8
Ñuñoa,2025,19:00,54.8
Ñuñoa,2025,20:00,54
Ñuñoa,2025,21:00,52.8
Ñuñoa,2025,22:00,52.9
Ñuñoa,2025,23:00,49.3
San Joaquín,2025,00:00,47.5
San Joaquín,2025,01:00,45.9
San Joaquín,2025,02:00,45.6
San Joaquín,2025,03:00,45.5
San Joaquín,2025,04:00,45.5
San Joaquín,2025,05:00,46
San Joaquín,2025,06:00,49.2
San Joaquín,2025,07:00,54.9
San Joaquín,2025,08:00,55.5
San Joaquín,2025,09:00,54.9
San Joaquín,2025,10:00,54.9
San Joaquín,2025,11:00,55.7
San Joaquín,2025,12:00,55.4
San Joaquín,2025,13:00,55.6
San Joaquín,2025,14:00,55.4
San Joaquín,2025,15:00,55.5
San Joaquín,2025,16:00,55.1
San Joaquín,2025,17:00,54.7
San Joaquín,2025,18:00,54.8
San Joaquín,2025,19:00,54.8
San Joaquín,2025,20:00,54
San Joaquín,2025,21:00,52.8
San Joaquín,2025,22:00,52.9
San Joaquín,2025,23:00,49.3
